N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,0,1,729,56.08984375,68.0703125,269.7265625,271.1484375,0.6113616228103638,0.3695541024208069,19.19140625,-26.941213607788086
12,100,8.75,0,1,730,54.73828125,67.33203125,265.20703125,267.8125,0.6604323983192444,0.36026865243911743,19.50390625,-27.140853881835938
12,100,8.75,0,1,731,54.7578125,66.97265625,260.828125,263.87890625,0.6412475109100342,0.36477670073509216,19.12109375,-26.677459716796875
12,100,8.75,0,1,732,55.9296875,67.98046875,266.1953125,269.5546875,0.6494230031967163,0.3707793354988098,19.515625,-27.009458541870117
12,100,8.75,0,1,733,56.15625,67.13671875,264.3359375,267.87890625,0.6659969687461853,0.3710692524909973,19.7421875,-27.246471405029297
12,100,8.75,0,1,734,56.11328125,67.55859375,260.43359375,265.046875,0.6375290751457214,0.370704710483551,19.8671875,-27.376272201538086
12,100,8.75,0,1,735,55.6484375,68.2109375,260.0859375,267.4921875,0.6629688143730164,0.3615145981311798,18.62890625,-26.091033935546875
12,100,8.75,0,1,736,55.47265625,67.12890625,259.13671875,262.5546875,0.6166505217552185,0.36693641543388367,19.5078125,-27.390661239624023
12,100,8.75,0,1,737,55.87890625,65.21484375,259.984375,255.4609375,0.6748161315917969,0.3671826422214508,20.2421875,-27.770801544189453
12,100,8.75,0,1,738,56.28125,65.78515625,260.80859375,259.5703125,0.6774722933769226,0.3673304319381714,19.63671875,-27.33650779724121
12,100,8.75,0,1,739,55.0859375,66.765625,258.80078125,261.84375,0.6640872955322266,0.36656510829925537,20.21875,-27.765335083007812
12,100,8.75,0,1,740,55.74609375,66.4765625,267.51953125,262.359375,0.6476577520370483,0.3680635988712311,18.9921875,-26.74393081665039
12,100,8.75,0,1,741,56.2421875,65.76171875,267.5625,261.01953125,0.6396316885948181,0.37217476963996887,18.39453125,-26.287389755249023
12,100,8.75,0,1,742,54.328125,65.875,259.18359375,260.60546875,0.6746719479560852,0.3642200529575348,19.6640625,-27.257177352905273
12,100,8.75,0,1,743,55.33203125,67.3046875,265.48828125,264.76953125,0.6612073183059692,0.3678859770298004,18.66015625,-26.292743682861328
12,100,8.75,0,1,744,56.44921875,67.05078125,268.35546875,265.90234375,0.6333741545677185,0.3720933198928833,18.1328125,-25.87776756286621
12,100,8.75,0,1,745,56.12890625,67.01171875,265.2265625,262.9296875,0.6611587405204773,0.3713882267475128,19.296875,-26.76382064819336
12,100,8.75,0,1,746,54.21484375,67.0234375,259.05078125,266.0234375,0.6304060816764832,0.35891568660736084,19.3359375,-26.877315521240234
12,100,8.75,0,1,747,55.98828125,66.828125,269.0234375,264.53515625,0.6679302453994751,0.36722278594970703,19.23828125,-26.66455078125
12,100,8.75,0,1,748,55.390625,66.08203125,263.87890625,264.6484375,0.6059020161628723,0.3691113591194153,19.82421875,-27.790252685546875
12,100,8.75,0,1,749,55.6484375,67.35546875,264.1171875,268.6015625,0.6642255187034607,0.36593154072761536,19.703125,-27.214096069335938
12,100,8.75,0,1,750,54.74609375,66.87109375,265.7734375,266.36328125,0.6344103813171387,0.36564475297927856,20.0390625,-27.844497680664062
12,100,8.75,0,1,751,55.25390625,67.62109375,264.8671875,271.33984375,0.6339919567108154,0.36813560128211975,18.99609375,-26.47098159790039
12,100,8.75,0,1,752,56.73828125,66.90234375,271.2578125,267.1953125,0.627339243888855,0.37445068359375,19.0234375,-26.900653839111328
12,100,8.75,0,1,753,54.515625,68.25,263.28515625,271.2578125,0.6317325234413147,0.3617199957370758,20.0859375,-27.424009323120117
12,100,8.75,0,1,754,55.22265625,67.04296875,264.28125,266.89453125,0.6171936392784119,0.36670196056365967,19.8828125,-27.679622650146484
12,100,8.75,0,1,755,54.23046875,68.53125,261.09765625,268.78125,0.6191937327384949,0.36007586121559143,19.5,-27.025344848632812
12,100,8.75,0,1,756,56.22265625,68.02734375,266.4296875,268.015625,0.6237229704856873,0.3750651180744171,19.63671875,-27.42975425720215
