N,D,bonus,condition,seed,update,eat0,eat1,enc0,enc1,selectivity,prevalence,zaps,ret
12,100,8.75,none,0,1489,88.83984375,165.5703125,236.77734375,392.6953125,0.0,0.0,0.99609375,7.60595703125
12,100,8.75,none,0,1490,87.95703125,166.66796875,236.52734375,393.87890625,0.0,0.0,1.0625,7.85498046875
12,100,8.75,none,0,1491,86.46484375,166.6796875,232.87890625,394.7890625,0.0,0.0,1.046875,8.076302528381348
12,100,8.75,none,0,1492,87.23828125,166.66796875,236.8984375,394.7890625,0.0,0.0,1.02734375,8.140593528747559
12,100,8.75,none,0,1493,87.08984375,167.3125,234.703125,395.57421875,0.0,0.0,0.8984375,8.084733963012695
12,100,8.75,none,0,1494,87.31640625,166.484375,235.6484375,394.65625,0.0,0.0,0.94140625,7.973926544189453
12,100,8.75,none,0,1495,88.02734375,166.55859375,238.39453125,394.48046875,0.0,0.0,1.01171875,7.866471767425537
12,100,8.75,none,0,1496,87.87890625,166.6171875,237.74609375,394.3359375,0.0,0.0,0.91015625,8.137174606323242
12,100,8.75,none,0,1497,88.46484375,166.49609375,239.59375,394.17578125,0.0,0.0,0.94921875,7.944075584411621
12,100,8.75,none,0,1498,88.3125,166.609375,238.8125,393.13671875,0.0,0.0,1.04296875,7.947038173675537
12,100,8.75,none,0,1499,88.8203125,166.86328125,239.5390625,394.05859375,0.0,0.0,0.94140625,7.6847662925720215
12,100,8.75,none,1,0,59.46875,58.32421875,487.47265625,482.87890625,0.0,0.0,40.8046875,-13.675163269042969
12,100,8.75,none,1,1,60.08203125,60.375,485.76171875,491.56640625,0.0,0.0,40.58203125,-13.561882019042969
12,100,8.75,none,1,2,61.2890625,60.8828125,478.28125,491.83203125,0.0,0.0,40.1640625,-13.581900596618652
12,100,8.75,none,1,3,62.046875,61.296875,472.4296875,475.65234375,0.0,0.0,40.44140625,-13.70263671875
12,100,8.75,none,1,4,62.82421875,62.4140625,471.265625,473.2265625,0.0,0.0,39.671875,-13.499250411987305
12,100,8.75,none,1,5,64.04296875,62.48046875,467.2421875,458.57421875,0.0,0.0,39.17578125,-13.852636337280273
12,100,8.75,none,1,6,64.8046875,64.04296875,452.328125,452.53125,0.0,0.0,38.9921875,-13.865428924560547
12,100,8.75,none,1,7,66.40234375,66.4296875,444.0390625,450.7109375,0.0,0.0,38.37890625,-13.491601943969727
12,100,8.75,none,1,8,68.05078125,66.83984375,437.34375,434.01953125,0.0,0.0,37.5,-13.695018768310547
12,100,8.75,none,1,9,68.203125,69.72265625,421.03515625,430.1015625,0.0,0.0,36.80078125,-13.401301383972168
12,100,8.75,none,1,10,71.3046875,71.09765625,416.7265625,415.3125,0.0,0.0,35.703125,-13.476008415222168
12,100,8.75,none,1,11,72.7890625,73.43359375,403.765625,408.53515625,0.0,0.0,35.0859375,-13.24873161315918
12,100,8.75,none,1,12,75.421875,73.94921875,400.46484375,396.60546875,0.0,0.0,33.91796875,-13.306445121765137
12,100,8.75,none,1,13,76.28515625,77.8046875,388.32421875,395.1953125,0.0,0.0,33.109375,-12.801139831542969
12,100,8.75,none,1,14,79.34375,78.3203125,386.140625,379.73828125,0.0,0.0,31.7578125,-12.808788299560547
12,100,8.75,none,1,15,81.8359375,81.59375,376.48046875,382.2421875,0.0,0.0,30.56640625,-12.622917175292969
12,100,8.75,none,1,16,84.40625,82.13671875,378.32421875,369.38671875,0.0,0.0,29.9765625,-12.695898056030273
12,100,8.75,none,1,17,86.8671875,83.796875,377.65234375,366.2734375,0.0,0.0,28.59375,-12.82929801940918
12,100,8.75,none,1,18,88.6640625,86.21484375,375.91015625,368.00390625,0.0,0.0,27.60546875,-12.444857597351074
12,100,8.75,none,1,19,90.84375,86.69921875,372.4453125,363.2890625,0.0,0.0,26.9296875,-12.586652755737305
12,100,8.75,none,1,20,92.8125,88.4140625,370.7109375,359.69921875,0.0,0.0,25.9453125,-12.410774230957031
12,100,8.75,none,1,21,93.27734375,89.1953125,367.015625,357.53125,0.0,0.0,25.40234375,-12.43867301940918
12,100,8.75,none,1,22,94.57421875,89.1953125,366.1796875,350.4296875,0.0,0.0,24.44140625,-12.232226371765137
12,100,8.75,none,1,23,96.25390625,91.140625,364.1328125,349.24609375,0.0,0.0,23.25390625,-12.201074600219727
12,100,8.75,none,1,24,95.1328125,92.1640625,357.80859375,350.234375,0.0,0.0,22.6484375,-11.825488090515137
12,100,8.75,none,1,25,96.24609375,94.49609375,359.55859375,352.67578125,0.0,0.0,21.609375,-11.524055480957031
